,Zone,Grade,Store Name,Space Code,W,H,Material,D,Qty,"Sq,ft.",Cost,Level,Inventory Medium,Inventory Type,Location,Category,Category,Comments
7,West,C,Aurangabad,50FFSOH1,44'',85'',Backlit Fabric with Silion Strips,,1,25.81944444,,1,Backlit,Pillar,Mens Casual,Mens,,
8,West,C,Aurangabad,50FFSOH4,29'',102'',Backlit Fabric with Silion Strips,,1,20.54166667,,1,Backlit,Pillar,Mens Formal,Mens,,
9,West,C,Aurangabad,50FFSOH7,29'',102'',Backlit Fabric with Silion Strips,,1,20.54166667,,1,Backlit,Pillar,Mens Formal,Mens,,
10,West,C,Aurangabad,50FFSOH11,29'',102'',Backlit Fabric with Silion Strips,,1,20.54166667,,1,Backlit,Pillar,Mens Casual,Mens,,
11,West,C,Aurangabad,50FFSOH12,29'',102'',Backlit Fabric with Silion Strips,,1,20.81520833,,1,Backlit,Pillar,Mens Casual,Mens,,
12,West,C,Aurangabad,50FFSOH6,30'',102'',Backlit Fabric with Silion Strips,,1,20.91631944,,1,Backlit,Pillar,Mens Formal,Mens,,
13,West,C,Aurangabad,50FFSV1,31'',63'',Digital print on 5mm VOSB,"6""",6,13.5625,,1,Frontlit,Sensomatic,Mens,Mens,,
14,West,C,Aurangabad,50GFSOH1,48'',129'',Backlit Fabric with Silion Strips,,,42.55208333,,0,Backlit,Pillar,Watches,Non-apps,,
15,West,C,Aurangabad,50GFSOH2,41'',129'',Backlit Fabric with Silion Strips,,1,36.72916667,,0,Backlit,Pillar,Watches,Non-apps,,
16,West,C,Aurangabad,50GFSOH3,47'',124'',Backlit Fabric with Silion Strips,,1,39.9609375,,0,Backlit,Pillar,Beauty,Beauty,,
17,West,C,Aurangabad,50GFSOH4,47'',123'',Backlit Fabric with Silion Strips,,1,39.71875,,0,Backlit,Pillar,Beauty,Beauty,,
18,West,C,Aurangabad,50GFSOH5,29'',102'',Backlit Fabric with Silion Strips,,1,20.54166667,,0,Backlit,Pillar,Handbags,Leather,,
19,West,C,Aurangabad,50GFSOH8,29'',102'',Backlit Fabric with Silion Strips,,1,20.1875,,0,Backlit,Pillar,Ladies ethnic,Ladies,,
20,West,C,Aurangabad,50GFSOH10,29'',102'',Backlit Fabric with Silion Strips,,1,20.1875,,0,Backlit,Pillar,Kids,Kids,,
21,West,C,Aurangabad,50GFSOH11,29'',102'',Backlit Fabric with Silion Strips,,1,20.1875,,0,Backlit,Pillar,Kids,Kids,,
22,West,C,Aurangabad,50GFSV1,18'',66'',Digital print on 5mm VOSB,,10,8.1875,,0,Frontlit,Sensomatic,Beauty,Beauty,,
23,West,C,Aurangabad,50GFSV2,32'',63'',Digital print on 5mm VOSB,"6""",2,14,,0,Frontlit,Sensomatic,Non-apps,Non-apps,,
24,West,C,Aurangabad,50FFSOH2,29'',102'',Backlit Fabric with Silion Strips,,1,20.54166667,,1,Backlit,Pillar,Mens Formal,Mens,,
25,West,C,Aurangabad,50FFSOH3,29'',102'',Backlit Fabric with Silion Strips,,1,20.54166667,,1,Backlit,Pillar,Mens Casual,Mens,,
26,West,C,Aurangabad,50FFSOH5,29'',102'',Backlit Fabric with Silion Strips,,1,20.54166667,,1,Backlit,Pillar,Mens Casual,Mens,,
27,West,C,Aurangabad,50FFSOH8,29'',102'',Backlit Fabric with Silion Strips,,1,20.54166667,,1,Backlit,Pillar,Ugs,Mens,,
28,West,C,Aurangabad,50FFSOH9,29'',102'',Backlit Fabric with Silion Strips,,1,20.54166667,,1,Backlit,Pillar,Ugs,Mens,,
29,West,C,Aurangabad,50FFSOH10,29'',102'',Backlit Fabric with Silion Strips,,1,20.54166667,,1,Backlit,Pillar,Mens Footwear,Leather,,
30,West,C,Aurangabad,50FFSOH13,29'',102'',Backlit Fabric with Silion Strips,,,20.54166667,,1,Backlit,Pillar,Mens Casual,Mens,,
31,West,C,Aurangabad,50FFCC1,151'',77'',Backlit Fabric with Silion Strips,,1,80.87673611,,1,Backlit,Pillar,Mens Casual,Mens,,
32,West,C,Aurangabad,50DS01,,,Digital Screen,,,,,0,Digital,Digital,Generic,Generic,,
,,,,,,,,,,,,,,,,,,
1,West,C,Bandra,9LGFBL1,35'',100'',Backlit Fabric with silicon strips,,1,24.30555556,,-1,Backlit,Pillar,Ladies Western,Ladies,,
2,West,C,Bandra,9LGFBL3,35'',100'',Backlit Fabric with silicon strips,,1,24.30555556,,-1,Backlit,Pillar,Ladies Western,Ladies,,
3,West,C,Bandra,9LGFBL4,35'',100'',Backlit Fabric with silicon strips,,1,24.30555556,,-1,Backlit,Pillar,Indian Wear,Ladies,,
4,West,C,Bandra,9LGFBL6,35'',100'',Backlit Fabric with silicon strips,,1,24.30555556,,-1,Backlit,Pillar,Indian Wear,Ladies,,
5,West,C,Bandra,9FFBL1,35'',100'',Backlit Fabric with silicon strips,,1,24.30555556,,1,Backlit,Pillar,Mens Denim,Mens,,
6,West,C,Bandra,9FFBL4,35'',100'',Backlit Fabric with silicon strips,,1,24.30555556,,1,Backlit,Pillar,Mens Formal,Mens,,
7,West,C,Bandra,9FFBL5,35'',100'',Backlit Fabric with silicon strips,,1,24.30555556,,1,Backlit,Pillar,Mens Formal,Mens,,
8,West,C,Bandra,9FFBL6,35'',100'',Backlit Fabric with silicon strips,,1,24.30555556,,1,Backlit,Pillar,Mens Formal,Mens,,
9,West,C,Bandra,9FFCC1,126'',58'',Backlit Fabric with silicon strips,,1,50.3820611,,1,Backlit,Cash Counter,Mens,Mens,,
10,West,C,Bandra,9LD1,176'',108'',Backlit Fabric with silicon strips,,1,131.015625,,1,Backlit,Pillar,Stairway,Generic,,
11,West,C,Bandra,9GFBL1,59'',131'',Backlit Fabric with silicon strips,,1,53.67361111,,0,Backlit,Pillar,Fragrance,Beauty,,
12,West,C,Bandra,9GFBL2,47'',113'',Backlit Fabric with silicon strips,,1,36.88194444,,0,Backlit,Pillar,Fragrance,Beauty,,
13,West,C,Bandra,9GFBL3,47'',112'',Backlit Fabric with silicon strips,,1,36.16666667,,0,Backlit,Pillar,Sunglass,Non-apps,,
14,West,C,Bandra,9GFBL4,,,Recce,,1,,,0,Backlit,Pillar,Watches,Non-apps,,
15,West,C,Bandra,9GFSV1,31'',61'',VOSB,"6""",2,13.13194444,,0,Frontlit,Sensomatic,Beauty,Beauty,,
16,West,C,Bandra,9LGFBL2,,,Backlit Fabric with Silion Strips,,1,,,-1,Backlit,Pillar,Ladies Western,Ladies,,
17,West,C,Bandra,9LGFBL5,36'',102'',Backlit Fabric with Silion Strips,,1,25.5,,-1,Backlit,Pillar,Lingerie,Ladies,,
18,West,C,Bandra,9FFBL2,35'',100'',Backlit Fabric with Silion Strips,,1,24.30555556,,1,Backlit,Pillar,Mens Denim,Mens,,
19,West,C,Bandra,9FFBL3,36'',102'',Backlit Fabric with Silion Strips,,1,25.5,,1,Backlit,Pillar,Mens Denim,Mens,,
20,West,C,Bandra,9LD2,180'',108'',Backlit Fabric with Silion Strips,,1,135,,-1,Backlit,Pillar,Stairway,Generic,,
21,West,C,Bandra,9DS01,,,Digital Screen,,,,,1,Digital,Cash Counter,Generic,Generic,,
,,,,,,,,,,,,,,,,,,
1,West,B,Bhopal,55GFSOH8,29'',102'',Backlit Fabric with Silicon Strip,,1,20.54166667,,0,Backlit,Pillar,Indian Wear,Ladies,,
2,West,B,Bhopal,55FFSOH2,29'',102'',Backlit Fabric with Silicon Strip,,1,20.54166667,,1,Backlit,Pillar,Mens Formal,Mens,,
3,West,B,Bhopal,55FFSOH3,34'',106'',Backlit Fabric with Silicon Strip,,1,25.02777778,,1,Backlit,Pillar,Kids girl,Kids,,
4,West,B,Bhopal,55FFSOH5,29'',102'',Backlit Fabric with Silicon Strip,,1,20.54166667,,1,Backlit,Pillar,Mens Denim,Mens,,
5,West,B,Bhopal,55FFCC1,291'',70'',Backlit Fabric with Silicon Strip,,1,141.4583333,,1,Backlit,Cash Counter,Mens,Mens,,
6,West,B,Bhopal,55GFSOH1,43'',120'',Backlit Fabric with Silicon Strip,,1,35.83333333,,0,Backlit,Pillar,Watches,Non-apps,,
7,West,B,Bhopal,55GFSOH2,32'',119'',Backlit Fabric with Silicon Strip,,1,26.44444444,,0,Backlit,Pillar,Watches,Non-apps,,
8,West,B,Bhopal,55GFSOH3,36'',119'',Backlit Fabric with Silicon Strip,,1,29.75,,0,Backlit,Pillar,Beauty,Beauty,,
9,West,B,Bhopal,55GFSOH4,33'',120'',Backlit Fabric with Silicon Strip,,1,#VALUE!,,0,Backlit,Pillar,Fragrance,Beauty,,
10,West,B,Bhopal,55GFSOH5,36'',118'',Backlit Fabric with Silicon Strip,,1,29.5,,0,Backlit,Pillar,Beauty,Beauty,,
11,West,B,Bhopal,55GFSOH6,30'',103'',Backlit Fabric with Silicon Strip,,1,21.45833333,,0,Backlit,Pillar,Ladies Western,Ladies,,
12,West,B,Bhopal,55GFSOH9,29'',102'',Backlit Fabric with Silicon Strip,,1,20.54166667,,0,Backlit,Pillar,Lingerie,Ladies,,
13,West,B,Bhopal,55GFSOH10,29'',102'',Backlit Fabric with Silion Strips,,1,20.54166667,,0,Backlit,Pillar,Indian Wear,Ladies,,
14,West,B,Bhopal,55FFSOH1,51'',77'',Backlit Fabric with Silion Strips,,1,27.27083333,,1,Backlit,Façade,Generic,Generic,,
15,West,B,Bhopal,55FFSOH4,29'',102'',Backlit Fabric with Silion Strips,,1,20.54166667,,1,Backlit,Pillar,Mens Denim,Mens,,
16,West,B,Bhopal,55GFSV1,16'',56'',ESML,,4,6.222222222,,1,Frontlit,Sensomatic,Beauty,Beauty,,
17,West,B,Bhopal,55GFSV2,16'',56'',ESML,,18,6.222222222,,1,Frontlit,Sensomatic,Non-apps,Non-apps,,
18,West,B,Bhopal,55FFSV1,15'',56'',ESML,,12,5.833333333,,1,Backlit,Pillar,Mens,Mens,,
20,West,B,Bhopal,55FB1,64'',69'',Backlit Fabric with Silion Strips,,,30.89800347,,0,Backlit,Façade,Generic,Generic,,
21,West,B,Bhopal,55FB2,,,Recce,,,,,0,Frontlit,Façade,Generic,Generic,,
22,West,B,Bhopal,55DTH1,,,Digital ,,,,,0,Digital,Cash Counter,Generic,Generic,,
,,,,,,,,,,,,,,,,,,
1,West,D,Elpro Pune,223GFV2,37'',112'',Backlit Fabric with Silion Strips,,1,28.77777778,,0,Backlit,Pillar,Handbags,Leather,,
2,West,D,Elpro Pune,223GFV3A,40'',112'',Backlit Fabric with Silion Strips,,1,31.11111111,,0,Backlit,Pillar,Indian Wear,Ladies,,
3,West,D,Elpro Pune,223GFV3B,40'',112'',Backlit Fabric with Silion Strips,,1,31.11111111,,0,Backlit,Pillar,Indian Wear,Ladies,,
4,West,D,Elpro Pune,223GFV4A,56'',111'',Backlit Fabric with Silion Strips,,1,42.78125,,0,Backlit,Pillar,Indian Wear,Ladies,,
5,West,D,Elpro Pune,223GFV4B,39'',111'',Backlit Fabric with Silion Strips,,1,30.0625,,0,Backlit,Pillar,Indian Wear,Ladies,,
6,West,D,Elpro Pune,223GFV5A,56'',112'',Backlit Fabric with Silion Strips,,1,43.0125,,0,Backlit,Pillar,Ladies Western,Ladies,,
7,West,D,Elpro Pune,223GFV5B,40'',112'',Backlit Fabric with Silion Strips,,1,31,,0,Backlit,Pillar,Ladies Western,Ladies,,
8,West,D,Elpro Pune,223GFV8A,40'',111'',Backlit Fabric with Silion Strips,,1,30.83333333,,0,Backlit,Pillar,Ladies Western,Ladies,,
9,West,D,Elpro Pune,223FFV1,38'',111'',Backlit Fabric with Silion Strips,,1,29.16963889,,1,Backlit,Pillar,Mens Formal,Mens,,
10,West,D,Elpro Pune,223FFV2,170'',81'',Backlit Fabric with Silion Strips,,1,95.625,,1,Backlit,Cash Counter,Mens Denim,Mens,,
11,West,D,Elpro Pune,223FFV4,45'',108'',Backlit Fabric with Silion Strips,,1,33.75,,1,Backlit,Pillar,Kids girl,Kids,,
12,West,D,Elpro Pune,223FFV7A,79'',111'',Backlit Fabric with Silion Strips,,1,60.51041667,,1,Backlit,Pillar,Mens Formal,Mens,,
13,West,D,Elpro Pune,223FFV7B,79'',111'',Backlit Fabric with Silion Strips,,,60.51041667,,1,Backlit,Pillar,Mens Formal,Mens,,
14,West,D,Elpro Pune,223FFSV1,13'',53'',Translit,,6,4.784722222,,1,Frontlit,Sensomatic,Mens,Mens,,
15,West,D,Elpro Pune,223FFV5A,47'',111'',Backlit Fabric with Silion Strips,,1,36.21944444,,1,Backlit,Pillar,Mens Denim,Mens,,
16,West,D,Elpro Pune,223GFV7,42'',108'',Backlit Fabric with Silion Strips,,1,31.5,,0,Backlit,Pillar,Lingerie,Ladies,,
17,West,D,Elpro Pune,223FFV8,56'',111'',Backlit Fabric with Silion Strips,,1,42.78125,,1,Backlit,Pillar,Mens Formal,Mens,,
18,West,D,Elpro Pune,223FFV9,72'',90'',Backlit Fabric with Silion Strips,,1,44.75,,1,Backlit,Façade,Mens,Mens,,
19,West,D,Elpro Pune,223GFV1,30'',111'',Backlit Fabric with Silion Strips,,1,23.43333333,,0,Backlit,Pillar,Fragrance,Beauty,,
20,West,D,Elpro Pune,223GFV6,42'',108'',Backlit Fabric with Silion Strips,,1,31.56208333,,0,Backlit,Pillar,Lingerie,Ladies,,
21,West,D,Elpro Pune,223GFV8B,40'',111'',Backlit Fabric with Silion Strips,,1,30.83333333,,0,Backlit,Pillar,Ladies Western,Ladies,,
22,West,D,Elpro Pune,223GFV9A,40'',111'',Backlit Fabric with Silion Strips,,1,30.44791667,,0,Backlit,Pillar,Watches,Non-apps,,
23,West,D,Elpro Pune,223GFV9B,40'',111'',Backlit Fabric with Silion Strips,,1,30.83333333,,0,Backlit,Pillar,Watches,Non-apps,,
24,West,D,Elpro Pune,223GFV10,56'',116'',Backlit Fabric with Silion Strips,,1,45.35027778,,0,Backlit,Pillar,Watches,Non-apps,,
25,West,D,Elpro Pune,223GFV11,31'',114'',Backlit Fabric with Silion Strips,,1,24.7,,0,Backlit,Pillar,Handbags,Leather,,
26,West,D,Elpro Pune,223GFV12,31'',114'',Backlit Fabric with Silion Strips,,1,24.7,,0,Backlit,Pillar,Handbags,Leather,,
27,West,D,Elpro Pune,223GFV13,,,Location missing,,,,,0,Backlit,Pillar,Generic,Non-apps,,
28,West,D,Elpro Pune,223GFV15,153'',60'',Backlit Fabric with Silion Strips,,1,63.75,,0,Backlit,Façade,Generic,Generic,,
29,West,D,Elpro Pune,223GFV16,153'',60'',Backlit Fabric with Silion Strips,,1,63.54166667,,0,Backlit,Façade,Beauty,Beauty,,
30,West,D,Elpro Pune,223GFV17,,,Recce,,,,,0,Backlit,Façade,Generic,Generic,,
31,West,D,Elpro Pune,223GFSV1,13'',55'',ESML,,14,4.965277778,,0,Frontlit,Sensomatic,Non-apps,Non-apps,,
32,West,D,Elpro Pune,223FFV3,36'',111'',Backlit Fabric with Silion Strips,,1,27.36458333,,1,Backlit,Pillar,Mens Denim,Mens,,
33,West,D,Elpro Pune,223FFV5B,62'',112'',Backlit Fabric with Silion Strips,,1,47.61979167,,1,Backlit,Pillar,Mens Denim,Mens,,
34,West,D,Elpro Pune,223FFV6A,78'',111'',Backlit Fabric with Silion Strips,,1,60.27916667,,1,Backlit,Pillar,Mens Denim,Mens,,
35,West,D,Elpro Pune,223FFV6B,,,,,,,,1,Backlit,Pillar,Mens Denim,Mens,,
36,West,D,Elpro Pune,223GFDS1,,,Digital,,,,,1,Digital,Cash Counter,Generic,Generic,,
,,,,,,,,,,,,,,,,,,
1,West,B,Goa,268GFSOH6,78'',123'',ESML,,1,66.19791667,,0,Frontlit,Pillar,Ladies Western,Ladies,,
2,West,B,Goa,268FFSOH2,57'',126'',ESML,,1,49.875,,1,Frontlit,Pillar,Indian Wear,Ladies,,
3,West,B,Goa,268FFSOH4,68'',125'',ESML,,1,58.79166667,,1,Frontlit,Pillar,Kids girl,Kids,,
4,West,B,Goa,268FFSOH7,50'',125'',ESML,,1,42.96875,,1,Frontlit,Pillar,Kids girl,Kids,,
5,West,B,Goa,268FFSV1,18'',60'',Diggital print on 5mm VOSB,"6""",3,7.5,,1,Frontlit,Sensomatic,Ladies,Ladies,,
6,West,B,Goa,268FFME1,83'',105'',Backlit Fabric with Silion Strips,,1,60.52083333,,1,Backlit,Façade,Generic,Generic,,
7,West,B,Goa,268SFME1,55'',105'',Backlit Fabric with Silion Strips,,1,40.10416667,,2,Backlit,Façade,Generic,Generic,,
8,West,B,Goa,268SFSOH1,43'',123'',ESML,,1,36.57986111,,2,Frontlit,Pillar,Mens Formal,Mens,,
9,West,B,Goa,268SFSV1,18'',60'',Diggital print on 5mm VOSB,"6""",3,7.5,,2,Frontlit,Sensomatic,Mens,Mens,,
10,West,B,Goa,268LD2,121'',195'',ESML,,1,162.7586806,,2,Frontlit,Stairway,Mens,Mens,,
11,West,B,Goa,268GFSOH1,5',11',ESML,,1,0.328125,,0,Frontlit,Pillar,Indian Wear,Ladies,,
12,West,B,Goa,268GFSOH2,26'',125'',ESML,,1,22.56944444,,0,Frontlit,Pillar,Ladies Western,Ladies,,
13,West,B,Goa,268GFSOH3,,,Recce,,,,,0,Frontlit,Pillar,Ladies Western,Ladies,,
14,West,B,Goa,268GFSOH4,126'',78'',Backlit Fabric with Silion Strips,,1,67.97916667,,0,Frontlit,Cash Counter,Ladies,Ladies,,
15,West,B,Goa,268GFSOH5,,,Recce,,,,,0,Frontlit,Pillar,Sunglass,Non-apps,,
16,West,B,Goa,268FFSOH1,,,Recce,,,,,1,Frontlit,Pillar,Indian Wear,Ladies,,
17,West,B,Goa,268FFSOH3,27'',126'',ESML,,1,23.625,,1,Frontlit,Pillar,Indian Wear,Ladies,,
18,West,B,Goa,268FFSOH5,,,Recce,,,,,1,Frontlit,Pillar,Kids girl,Kids,,
19,West,B,Goa,268FFSOH6,165'',80'',Backlit Fabric with Silion Strips,,1,91.09375,,1,Frontlit,Cash Counter,Kids,Kids,,
20,West,B,Goa,268SFSOH2,,,Recce,,,,,2,Frontlit,Pillar,Mens Formal,Mens,,
21,West,B,Goa,268SFSOH3,,,Recce,,,,,2,Frontlit,Pillar,Mens Formal,Mens,,
22,West,B,Goa,268SFSOH4,66'',123'',ESML,,1,55.94791667,,2,Frontlit,Pillar,Mens Formal,Mens,,
23,West,B,Goa,268SFSOH5,,,Recce,,,,,2,Frontlit,Pillar,Mens Denim,Mens,,
24,West,B,Goa,268SFSOH6,27'',126'',ESML,,1,23.625,,2,Frontlit,Pillar,Mens Denim,Mens,,
25,West,B,Goa,268SFSOH7,,,Recce,,,,,2,Frontlit,Pillar,Luggage,Luggage,,
26,West,B,Goa,268LD1,119'',117'',ESML,,1,95.86979167,,1,Frontlit,Stairway,Indian Wear,Ladies,,
27,West,B,Goa,268GFSV1,"18""",51.5'',Digital print on 5mm sunboard,"3""",3,#VALUE!,,0,Frontlit,Sensomatic,Fragrance,Beauty,,
28,West,B,Goa,268GFME1,,,Recce,,,,,0,Backlit,Façade,Generic,Generic,,
29,West,B,Goa,268GFW1,17'',11'',ESML,,1,1.298611111,,0,Frontlit,Window,Generic,Generic,,
,,,,,,,,,,,,,,,,,,
1,West,C,Gwalior,8512GFV5,36'',104'',Backlit Fabric with Silion Strips,,1,26,,0,Backlit,Pillar,Ladies Western,Ladies,,
2,West,C,Gwalior,8512GFV6,41'',105'',Backlit Fabric with Silion Strips,,1,29.89583333,,0,Backlit,Pillar,Ladies Western,Ladies,,
3,West,C,Gwalior,8512GFV7,41'',104'',Backlit Fabric with Silion Strips,,1,29.61111111,,0,Backlit,Pillar,Ladies Western,Ladies,,
4,West,C,Gwalior,8512GFV9,36'',104'',Backlit Fabric with Silion Strips,,1,26,,0,Backlit,Pillar,Ladies Western,Ladies,,
5,West,C,Gwalior,8512FFCC1,190'',60'',Backlit Fabric with Silion Strips,,1,79.16666667,,1,Backlit,Cash Counter,Ladies,Ladies,,
6,West,C,Gwalior,8512FFV3,29'',102'',Backlit Fabric with Silion Strips,,1,20.54166667,,1,Backlit,Pillar,Indian Wear,Ladies,,
7,West,C,Gwalior,8512FFV4,29'',102'',Backlit Fabric with Silion Strips,,1,20.54166667,,1,Backlit,Pillar,Indian Wear,Ladies,,
8,West,C,Gwalior,8512FFV5,30'',103'',Backlit Fabric with Silion Strips,,1,21.45833333,,1,Backlit,Pillar,Kids,Kids,,
9,West,C,Gwalior,8512FFV6,29'',102'',Backlit Fabric with Silion Strips,,1,20.54166667,,1,Backlit,Pillar,Kids,Kids,,
10,West,C,Gwalior,8512SFV2,29'',102'',Backlit Fabric with Silion Strips,,1,20.54166667,,2,Backlit,Pillar,Mens Denim,Mens,,
11,West,C,Gwalior,8512SFV3,30'',103'',Backlit Fabric with Silion Strips,,1,21.45833333,,2,Backlit,Pillar,Mens Denim,Mens,,
12,West,C,Gwalior,8512SFV4,29'',104'',Backlit Fabric with Silion Strips,,1,20.94444444,,2,Backlit,Pillar,Mens Denim,Mens,,
13,West,C,Gwalior,8512SFV5,29'',102'',Backlit Fabric with Silion Strips,,1,20.54166667,,2,Backlit,Pillar,Mens Formal,Mens,,
14,West,C,Gwalior,8512SFV6,29'',102'',Backlit Fabric with Silion Strips,,1,20.54166667,,2,Backlit,Pillar,Mens Formal,Mens,,
15,West,C,Gwalior,8512SFV7,29'',102'',Backlit Fabric with Silion Strips,,1,20.54166667,,2,Backlit,Pillar,Mens Ethnic,Mens,,
16,West,C,Gwalior,8512SFCC1,124'',55'',Backlit Fabric with Silion Strips,,1,47.36111111,,2,Backlit,Cash Counter,Mens,Mens,,
17,West,C,Gwalior,8512GFV1,40'',104'',Backlit Fabric with Silion Strips,,1,28.88888889,,0,Backlit,Pillar,Beauty,Beauty,,
18,West,C,Gwalior,8512GFV2,40'',104'',Backlit Fabric with Silion Strips,,1,28.88888889,,0,Backlit,Pillar,Beauty,Beauty,,
19,West,C,Gwalior,8512GFV3,,,Recce,,,,,0,Backlit,Pillar,Watches,Non-apps,,
20,West,C,Gwalior,8512GFV4,39'',104'',Backlit Fabric with Silion Strips,,1,27.80555556,,0,Backlit,Pillar,Watches,Non-apps,,
21,West,C,Gwalior,8512GFV8,32'',102'',Backlit Fabric with Silion Strips,,1,22.66666667,,0,Backlit,Pillar,Indian Wear,Ladies,,
22,West,C,Gwalior,8512GFV10,38'',104'',Backlit Fabric with Silion Strips,,1,27.08333333,,0,Backlit,Pillar,Fragrance,Beauty,,
23,West,C,Gwalior,8512GFV11,42'',104'',Backlit Fabric with Silion Strips,,1,29.97222222,,0,Backlit,Pillar,Fragrance,Beauty,,
24,West,C,Gwalior,8512FB1,220'',120'',Backlit Fabric with Silion Strips,,1,183.3333333,,0,Backlit,Façade,Generic,Generic,,
25,West,C,Gwalior,8512GFSV1 (2set),17'',48'',Translit film,,4,#VALUE!,,0,Frontlit,Sensomatic,Fragrance,Beauty,,
26,West,C,Gwalior,8512GFSV2 (2set),16'',56'',Translit film,,4,5.973958333,,0,Frontlit,Sensomatic,Non-apps,Non-apps,,
27,West,C,Gwalior,8512FFV1,29'',102'',Backlit Fabric with Silion Strips,,1,20.54166667,,1,Backlit,Pillar,Kids,Kids,,
28,West,C,Gwalior,8512FFV2,29'',103'',Backlit Fabric with Silion Strips,,1,20.74305556,,1,Backlit,Pillar,Lingerie,Ladies,,
29,West,C,Gwalior,8512FFSV2 (2set),,,Recce,,,,,1,Frontlit,Sensomatic,Ladies,Ladies,,
30,West,C,Gwalior,8512SFV1,29'',104'',Backlit Fabric with Silion Strips,,1,20.94444444,,2,Backlit,Pillar,Mens Denim,Mens,,
31,West,C,Gwalior,8512SFSV1 (2set),,,Recce,,,,,2,Frontlit,Sensomatic,Mens,Mens,,
32,West,C,Gwalior,8512DS01,,,Digital Screen,,,,,0,Digital,Cash Counter,Generic,Generic,,
,,,,,,,,,,,,,,,,,,
,West,C,Indore,68SFW3,408'',132'',ESML,,1,,,,,,,,,
1,West,C,Indore,68GFFL2,35'',96'',ESML,,1,23.33333333,,0,Frontlit,Pillar,Indian Wear,Ladies,,
2,West,C,Indore,68GFFL3,36'',96'',ESML,,1,24,,0,Frontlit,Pillar,Indian Wear,Ladies,,
3,West,C,Indore,68GFFL4,36'',95'',ESML,,1,23.75,,0,Frontlit,Pillar,Indian Wear,Ladies,,
4,West,C,Indore,68GFFL5,39'',96'',ESML,,1,26,,0,Frontlit,Pillar,Indian Wear,Ladies,,
5,West,C,Indore,68GFFL6,40'',96'',ESML,,1,26.66666667,,0,Frontlit,Pillar,Indian Wear,Ladies,,
6,West,C,Indore,68GFFL7,35'',96'',ESML,,1,23.33333333,,0,Frontlit,Pillar,Mens Footwear,Leather,,
7,West,C,Indore,68GFFL8,35'',96'',ESML,,1,23.33333333,,0,Frontlit,Pillar,Sunglass,Non-apps,,
9,West,C,Indore,68GFFL10,03'',09'',ESML,,1,0.1875,,0,Frontlit,Pillar,Sunglass,Non-apps,,
10,West,C,Indore,68GFFL11,36'',95'',ESML,,1,23.75,,0,Frontlit,Pillar,Watches,Non-apps,,
11,West,C,Indore,68GFFL12,54'',83'',ESML,,1,31.125,,0,Frontlit,Pillar,Beauty,Beauty,,
12,West,C,Indore,68GFFL13,61'',81'',ESML,,1,34.3125,,0,Frontlit,Stairway,Non-apps,Non-apps,,
13,West,C,Indore,68GFFL14,61'',81'',ESML,,1,34.3125,,0,Frontlit,Stairway,Non-apps,Non-apps,,
20,West,C,Indore,68GFFL1,54'',83'',ESML,,1,31.125,,0,Frontlit,Pillar,Fragrance,Beauty,,
21,West,C,Indore,68FFCC1,195'',70'',ESML,,1,94.79166667,,1,Backlit,Cash Counter,Ladies,Ladies,,
22,West,C,Indore,68FFFL1,35'',96'',ESML,,1,23.33333333,,1,Frontlit,Pillar,Home,Home,,
23,West,C,Indore,68FFFL2,35'',96'',ESML,,1,23.33333333,,1,Frontlit,Pillar,Home,Home,,
24,West,C,Indore,68FFFL3,35'',96'',ESML,,1,23.33333333,,1,Frontlit,Pillar,Home,Home,,
25,West,C,Indore,68FFFL4,40'',96'',ESML,,1,26.33333333,,1,Frontlit,Pillar,Ladies Western,Ladies,,
26,West,C,Indore,68FFFL5,39'',96'',ESML,,1,26,,1,Frontlit,Pillar,Ladies Western,Ladies,,
27,West,C,Indore,68FFFL6,40'',96'',ESML,,1,26.66666667,,1,Frontlit,Pillar,Ladies Western,Ladies,,
28,West,C,Indore,68FFFL7,35'',96'',ESML,,1,23.33333333,,1,Frontlit,Pillar,Ladies Western,Ladies,,
29,West,C,Indore,68FFFL8,40'',96'',ESML,,1,26.66666667,,1,Frontlit,Pillar,Ladies Western,Ladies,,
30,West,C,Indore,68FFFL9,40'',96'',ESML,,1,26.66666667,,1,Frontlit,Pillar,Ladies Western,Ladies,,
31,West,C,Indore,68FFFL10,35'',96'',ESML,,1,23.33333333,,1,Frontlit,Pillar,Ladies Western,Ladies,,
32,West,C,Indore,68FFFL11,35'',96'',ESML,,1,23.33333333,,1,Frontlit,Pillar,Ladies Western,Ladies,,
33,West,C,Indore,68FFFL12,,,Recce,,,,,1,Frontlit,Pillar,Ladies Western,Ladies,,
34,West,C,Indore,68FFFL13,35'',96'',ESML,,1,23.33333333,,1,Frontlit,Pillar,Kids girl,Kids,,
35,West,C,Indore,68SFFL1,35'',96'',ESML,,1,23.33333333,,1,Frontlit,Pillar,Ugs,Mens,,
36,West,C,Indore,68SFFL2,36'',96'',ESML,,1,24,,2,Frontlit,Pillar,Mens Denim,Mens,,
37,West,C,Indore,68SFFL3,35'',96'',ESML,,1,23.33333333,,2,Frontlit,Pillar,Mens Denim,Mens,,
38,West,C,Indore,68SFFL4,35'',96'',ESML,,1,22.88020833,,2,Frontlit,Pillar,Mens Denim,Mens,,
39,West,C,Indore,68SFFL5,36'',95'',ESML,,1,23.75,,2,Frontlit,Pillar,Mens Denim,Mens,,
